name,latitude_deg,longitude_deg,iso_country,iso_region,iata_code
Yan'an Nanniwan Airport,36.479413,109.464083,CN,CN-61,ENY
"Stavanger Airport, Sola",58.876701,5.63778,NO,NO-11,SVG
Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,PL,PL-KP,BZG
Częstochowa-Rudniki,50.884998,19.2047,PL,PL-SL,CZW
Gdańsk Lech Wałęsa Airport,54.37760162,18.46619987,PL,PL-PM,GDN
Kraków John Paul II International Airport,50.077702,19.7848,PL,PL-MA,KRK
Katowice International Airport,50.4743,19.08,PL,PL-SL,KTW
Lublin Airport,51.240278,22.713611,PL,PL-LU,LUZ
Łódź Władysław Reymont Airport,51.72190094,19.3980999,PL,PL-LD,LCJ
Modlin Airport,52.451099,20.6518,PL,PL-MZ,WMI
Poznań-Ławica Airport,52.421001,16.8263,PL,PL-WP,POZ
Radom Airport,51.389198,21.213301,PL,PL-MZ,RDO
Rzeszów-Jasionka Airport,50.110001,22.018999,PL,PL-PK,RZE
"Szczecin-Goleniów ""Solidarność"" Airport",53.584702,14.9022,PL,PL-ZP,SZZ
Olsztyn-Mazury Airport,53.481899,20.9377,PL,PL-WN,SZY
Warsaw Chopin Airport,52.16569901,20.96710014,PL,PL-MZ,WAW
Copernicus Wrocław Airport,51.102699,16.885799,PL,PL-DS,WRO
Zielona Góra-Babimost Airport,52.13850021,15.7986002,PL,PL-LB,IEG
Erdenet Airport,48.98305556,104.1505556,MN,MN-035,ERT
Ronneby Airport,56.266701,15.265,SE,SE-K,RNB
Gothenburg-Landvetter Airport,57.66279984,12.27980042,SE,SE-Q,GOT
Jönköping Airport,57.75759888,14.06869984,SE,SE-F,JKG
Lidköping-Hovby Airport,58.4655,13.1744,SE,SE-Q,LDK
Gothenburg City Airport,57.7747,11.8704,SE,SE-Q,GSE
Skövde Airport,58.45640182,13.97270012,SE,SE-Q,KVB
Trollhättan-Vänersborg Airport,58.31809998,12.34500027,SE,SE-Q,THN
Karlskoga Airport,59.34590149,14.49590015,SE,SE-T,KSK
Mora Airport,60.957901,14.5114,SE,SE-W,MXX
Stockholm Skavsta Airport,58.788601,16.912201,SE,SE-D,NYO
Scandinavian Mountains Airport,61.158393,12.842503,SE,SE-W,SCR
Kristianstad Airport,55.92169952,14.08549976,SE,SE-M,KID
Oskarshamn Airport,57.350498,16.497999,SE,SE-H,OSK
Kalmar Airport,56.685501,16.2876,SE,SE-H,KLR
Malmö Sturup Airport,55.536305,13.376198,SE,SE-M,MMX
Halmstad Airport,56.69110107,12.82019997,SE,SE-N,HAD
Växjö Kronoberg Airport,56.92910004,14.72799969,SE,SE-G,VXO
Sveg Airport,62.047798,14.4229,SE,SE-Z,EVG
Gällivare Airport,67.13240051,20.81459999,SE,SE-BD,GEV
Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,SE,SE-Y,KRF
Lycksele Airport,64.548302,18.7162,SE,SE-AC,LYC
Sundsvall-Härnösand Airport,62.52809906,17.44389915,SE,SE-Y,SDL
Örnsköldsvik Airport,63.40829849,18.98999977,SE,SE-Y,OER
Kiruna Airport,67.8219986,20.33679962,SE,SE-BD,KRN
Skellefteå Airport,64.62480164,21.07690048,SE,SE-AC,SFT
Umeå Airport,63.79180145,20.28280067,SE,SE-AC,UME
Vilhelmina South Lapland Airport,64.579102,16.833599,SE,SE-AC,VHM
Arvidsjaur Airport,65.59030151,19.28190041,SE,SE-BD,AJR
Söderhamn Airport,61.26150131,17.09910011,SE,SE-X,SOO
Åre Östersund Airport,63.19440079,14.50030041,SE,SE-Z,OSD
Örebro Airport,59.22370148,15.03800011,SE,SE-T,ORB
Hagfors Airport,60.0201,13.5789,SE,SE-S,HFS
Karlstad Airport,59.44469833,13.33740044,SE,SE-S,KSD
Stockholm Västerås Airport,59.58940125,16.63360023,SE,SE-U,VST
Luleå Airport,65.5438,22.122,SE,SE-BD,LLA
Stockholm-Arlanda Airport,59.65190125,17.91860008,SE,SE-AB,ARN
Stockholm-Bromma Airport,59.35440063,17.94169998,SE,SE-AB,BMA
Dala Airport,60.422001,15.5152,SE,SE-W,BLE
Hultsfred Airport,57.525799,15.8233,SE,SE-H,HLF
Gävle Sandviken Airport,60.59329987,16.95140076,SE,SE-X,GVX
Linköping City Airport,58.40620041,15.68050003,SE,SE-E,LPI
Norrköping Airport,58.5862999,16.25060081,SE,SE-E,NRK
Torsby Airport,60.1576,12.9913,SE,SE-S,TYF
Eskilstuna Airport,59.35110092,16.70840073,SE,SE-D,EKT
Visby Airport,57.66279984,18.34620094,SE,SE-I,VBY
Västervik Airport,57.779999,16.5236,SE,SE-H,VVK
Ängelholm-Helsingborg Airport,56.29610062,12.84710026,SE,SE-M,AGH
Storuman Airport,64.960899,17.6966,SE,SE-AC,SQO
Idre Airport,61.869701,12.6894,SE,SE-W,IDB
Pajala Airport,67.24559784,23.06889915,SE,SE-BD,PJA
Hemavan Airport,65.806099,15.0828,SE,SE-AC,HMV
Geladi Airport,6.98443985,46.42139816,ET,ET-SO,GLC
Shire Inda Selassie Airport,14.075699,38.273592,ET,ET-TI,SHC
Spangdahlem Air Base,49.97269821,6.692500114,DE,DE-RP,SPM
Ramstein Air Base,49.436901,7.60028,DE,DE-RP,RMS
Fritzlar Army Airfield,51.1146,9.286,DE,DE-HE,FRZ
Illesheim Air Base,49.47389984,10.38809967,DE,DE-BY,ILH
Flugplatz Kitzingen,49.743099,10.2006,DE,DE-BY,KZG
Nordholz Naval Airbase,53.7677002,8.658499718,DE,DE-NI,FCN
Geilenkirchen Air Base,50.9608,6.04242,DE,DE-NW,GKE
Rostock-Laage Airport,53.91820145,12.27830029,DE,DE-MV,RLG
Schleswig Air Base,54.459301,9.51633,DE,DE-SH,WBG
Wiesbaden Army Airfield,50.04980087,8.325400352,DE,DE-HE,WIE
Ingolstadt Manching Airport,48.71569824,11.5340004,DE,DE-BY,IGS
Daugavpils International Airport,55.944721,26.665001,LV,LV-111,DGP
Liepāja International Airport,56.51750183,21.09690094,LV,LV-112,LPX
Riga International Airport,56.923599,23.9711,LV,LV-062,RIX
Ventspils International Airport,57.35779953,21.5442009,LV,LV-VEN,VNT
Excursion Inlet Seaplane Base,58.420502,-135.449005,US,US-AK,EXI
Kaunas International Airport,54.96390152,24.08480072,LT,LT-KU,KUN
Palanga International Airport,55.97320175,21.09390068,LT,LT-KL,PLQ
Panevėžys Air Base,55.72940063,24.46080017,LT,LT-PN,PNV
Šiauliai International Airport,55.89390182,23.39500046,LT,LT-SA,SQQ
Vilnius International Airport,54.634102,25.285801,LT,LT-VL,VNO
Ranger Municipal Airport,32.45259857,-98.68280029,US,US-TX,RGR
Alexander Bay Airport,-28.575001,16.5333,ZA,ZA-NC,ALJ
Aggeneys Airport,-29.28179932,18.81389999,ZA,ZA-NC,AGZ
Alldays Airport,-22.67900085,29.05550003,ZA,ZA-NP,ADY
Bisho Airport,-32.89709854,27.27910042,ZA,ZA-EC,BIY
Bram Fischer International Airport,-29.092699,26.302401,ZA,ZA-FS,BFN
Bultfontein Airport,-28.273369,26.135835,ZA,ZA-FS,UTE
Arathusa Safari Lodge Airport,-24.744165,31.522499,ZA,ZA-NP,ASS
Cradock Airport,-32.15670013,25.64559937,ZA,ZA-EC,CDO
Cape Town International Airport,-33.96480179,18.60169983,ZA,ZA-WC,CPT
Mubatuba Airport,-28.36840057,32.24810028,ZA,ZA-NL,DUK
Zulu Inyala Airport,-27.84939957,32.30970001,ZA,ZA-NL,PZL
Ben Schoeman Airport,-33.035599,27.825899,ZA,ZA-EC,ELS
Empangeni Airport,-28.71999931,31.88999939,ZA,ZA-NL,EMG
Ellisras Matimba Airport,-23.72669983,27.68829918,ZA,ZA-NP,ELL
Ficksburg Sentraoes Airport,-28.82309914,27.90889931,ZA,ZA-FS,FCB
Grand Central Airport,-25.98629951,28.14010048,ZA,ZA-GT,GCJ
George Airport,-34.0056,22.378902,ZA,ZA-WC,GRJ
Giyani Airport,-23.2833004,30.64999962,ZA,ZA-NP,GIY
Rand Airport,-26.2425,28.151199,ZA,ZA-GT,QRA
Hluhluwe Airport,-28.01660499,32.27517128,ZA,ZA-NL,HLW
Harrismith Airport,-28.23509979,29.10619926,ZA,ZA-FS,HRS
Hoedspruit Air Force Base Airport,-24.36860085,31.04870033,ZA,ZA-NP,HDS
P C Pelser Airport,-26.87109947,26.71800041,ZA,ZA-NW,KXE
Kimberley Airport,-28.80279922,24.76519966,ZA,ZA-NC,KIM
Kruger Mpumalanga International Airport,-25.38319969,31.10560036,ZA,ZA-MP,MQP
Komatipoort Airport,-25.44029999,31.93000031,ZA,ZA-MP,KOF
Johan Pienaar Airport,-27.45669937,23.41139984,ZA,ZA-NC,KMH
Kleinsee Airport,-29.68840027,17.09399986,ZA,ZA-NC,KLZ
Lanseria International Airport,-25.938499,27.9261,ZA,ZA-GT,HLA
Lime Acres Finsch Mine Airport,-28.36009979,23.43910027,ZA,ZA-NC,LMR
Londolozi Airport,-24.7478,31.4743,ZA,ZA-NP,LDZ
King Shaka International Airport,-29.61444444,31.11972222,ZA,ZA-NL,DUR
Lusikisiki Airport,-31.36669922,29.58329964,ZA,ZA-EC,LUJ
Louis Trichardt Airport,-23.06189919,29.86470032,ZA,ZA-NP,LCD
Langebaanweg Airport,-32.96889877,18.1602993,ZA,ZA-WC,SDB
Ladysmith Airport,-28.58169937,29.74970055,ZA,ZA-NL,LAY
Malamala Airport,-24.81809998,31.54459953,ZA,ZA-NP,AAM
Margate Airport,-30.85740089,30.34300041,ZA,ZA-NL,MGH
Musina(Messina) Airport,-22.3560009,29.98620033,ZA,ZA-NP,MEZ
Mmabatho International Airport,-25.79840088,25.54800034,ZA,ZA-NW,MBD
Riverside Airport,-25.43000031,31.57670021,ZA,ZA-MP,LLE
Mossel Bay Airport,-34.158746,22.055676,ZA,ZA-WC,MZY
Mkuze Airport,-27.62610054,32.04430008,ZA,ZA-NL,MZQ
Newcastle Airport,-27.77059937,29.9769001,ZA,ZA-NL,NCS
Ngala Airport,-24.389,31.326,ZA,ZA-NP,NGL
Nelspruit Airport,-25.5,30.91379929,ZA,ZA-MP,NLP
Overberg Airport,-34.563474,20.252438,ZA,ZA-WC,OVG
Oudtshoorn Airport,-33.60699844,22.18899918,ZA,ZA-WC,OUH
OR Tambo International Airport,-26.1392,28.246,ZA,ZA-GT,JNB
Port Alfred Airport,-33.555057,26.881656,ZA,ZA-EC,AFD
Chief Dawid Stuurman International Airport,-33.984901,25.6173,ZA,ZA-EC,PLZ
Plettenberg Bay Airport,-34.08816,23.328723,ZA,ZA-WC,PBZ
Hendrik Van Eck Airport,-23.93720055,31.15539932,ZA,ZA-NP,PHW
Port St Johns Airport,-31.60612,29.52175,ZA,ZA-EC,JOH
Prieska Airport,-29.68359947,22.77059937,ZA,ZA-NC,PRK
Pietermaritzburg Airport,-29.64900017,30.39870071,ZA,ZA-NL,PZB
Pilanesberg International Airport,-25.333799,27.173401,ZA,ZA-NW,NTY
Polokwane International Airport,-23.845269,29.458615,ZA,ZA-NP,PTG
Potchefstroom Airport,-26.67099953,27.08189964,ZA,ZA-NW,PCF
Queenstown Airport,-31.92020035,26.88220024,ZA,ZA-EC,UTW
Richards Bay Airport,-28.74099922,32.09209824,ZA,ZA-NL,RCB
Reivilo Airport,-27.54719925,24.17250061,ZA,ZA-NW,RVO
Robertson Airport,-33.81219864,19.90279961,ZA,ZA-WC,ROD
Springbok Airport,-29.68930054,17.93959999,ZA,ZA-NC,SBU
Secunda Airport,-26.52409935,29.17009926,ZA,ZA-MP,ZEC
Sabi Sabi Airport,-24.94737543,31.44884777,ZA,ZA-MP,GSS
Sishen Airport,-27.64859962,22.9993,ZA,ZA-NC,SIS
Skukuza Airport,-24.96089935,31.58869934,ZA,ZA-MP,SZK
Thohoyandou Airport,-23.07690048,30.38360023,ZA,ZA-NP,THY
Thaba Nchu Tar Airport,-29.31780052,26.82279968,ZA,ZA-FS,TCU
Tzaneen Airport,-23.82439995,30.32929993,ZA,ZA-NP,LTA
Prince Mangosuthu Buthelezi Airport,-28.32060051,31.41650009,ZA,ZA-NL,ULD
Pierre Van Ryneveld Airport,-28.39909935,21.2602005,ZA,ZA-NC,UTN
K. D. Matanzima Airport,-31.54636318,28.6733551,ZA,ZA-EC,UTT
Vryburg Airport,-26.98240089,24.72879982,ZA,ZA-NW,VRU
Virginia Airport,-29.77059937,31.0583992,ZA,ZA-NL,VIR
Vredendal Airport,-31.64100075,18.5447998,ZA,ZA-WC,VRE
Vryheid Airport,-27.78689957,30.79640007,ZA,ZA-NL,VYD
Wonderboom Airport,-25.6539,28.224199,ZA,ZA-GT,PRY
Waterkloof Air Force Base,-25.82999992,28.22249985,ZA,ZA-GT,WKF
P G Matante Intl,-21.15914,27.468545,BW,BW-FR,FRW
Ghanzi Airport,-21.69249916,21.65810013,BW,BW-GH,GNZ
Jwaneng Airport,-24.602301,24.691,BW,BW-JW,JWA
Kasane Airport,-17.832899,25.162399,BW,BW-CH,BBK
Khwai River Lodge Airport,-19.14999962,23.78300095,BW,BW-NW,KHW
Lobatse Airport,-25.1981,25.7139,BW,BW-LO,LOQ
Maun Airport,-19.97260094,23.43110085,BW,BW-NW,MUB
Orapa Airport,-21.265901,25.319667,BW,BW-CE,ORP
Palapye Airport,-22.564087,27.136745,BW,BW-CE,QPH
Sir Seretse Khama International Airport,-24.555201,25.9182,BW,BW-GA,GBE
Sua Pan Airport,-20.5534,26.115801,BW,BW-ST,SXN
Selebi Phikwe Airport,-22.0583,27.8288,BW,BW-SP,PKW
Savuti Airport,-18.518475,24.077687,BW,BW-CH,SVT
Shakawe Airport,-18.37389946,21.83259964,BW,BW-NW,SWX
Limpopo Valley Airport,-22.18919945,29.12689972,BW,BW-CE,TLD
Tshabong Airport,-26.034524,22.401252,BW,BW-KG,TBY
Maya-Maya Airport,-4.251699924,15.25300026,CG,CG-12,BZV
Djambala Airport,-2.516883,14.754403,CG,CG-14,DJM
Kindamba Airport,-3.950000048,14.5170002,CG,CG-12,KNJ
Lague Airport,-2.450000048,14.53299999,CG,CG-14,LCO
Mouyondzi Airport,-4.014873981,13.96611214,CG,CG-11,MUY
Sibiti Airport,-3.683000088,13.35000038,CG,CG-2,SIB
Yokangassi Airport,-4.223077,13.286347,CG,CG-11,NKY
Zanaga Airport,-2.849999905,13.81700039,CG,CG-2,ANJ
Mossendjo Airport,-2.950000048,12.69999981,CG,CG-9,MSX
Boundji Airport,-1.032999992,15.38300037,CG,CG-8,BOE
Oyo Ollombo Airport,-1.226666,15.91,CG,CG-14,OLL
Ewo Airport,-0.8830000162,14.80000019,CG,CG-8,EWO
Gamboma Airport,-1.829403,15.885237,CG,CG-14,GMM
Impfondo Airport,1.616999984,18.06699944,CG,CG-7,ION
Kelle Airport,-0.08299999684,14.53299999,CG,CG-8,KEE
Makoua Airport,-0.01700000092,15.58300018,CG,CG-8,MKJ
Owando Airport,-0.5313500166,15.95009995,CG,CG-8,FTX
Souanke Airport,2.066999912,14.13300037,CG,CG-13,SOE
Betou Airport,3.057593,18.514433,CG,CG-7,BTB
Ouesso Airport,1.615990043,16.03790092,CG,CG-13,OUE
Makabana Airport,-3.48300004,12.61699963,CG,CG-9,KMK
Ngot Nzoungou Airport,-4.20635,12.6599,CG,CG-9,DIS
Antonio Agostinho-Neto International Airport,-4.81603,11.8866,CG,CG-5,PNR
Matsapha Airport,-26.528999,31.307501,SZ,SZ-MA,MTS
King Mswati III International Airport,-26.358611,31.716944,SZ,SZ-LU,SHO
Fetlar Airstrip,60.603333,-0.872778,GB,GB-SCT,FEA
Carnot Airport,4.936999798,15.89400005,CF,CF-HS,CRF
Bangui M'Poko International Airport,4.398479939,18.51880074,CF,CF-MP,BGF
Bangassou Airport,4.784999847,22.78100014,CF,CF-MB,BGU
Birao Airport,10.23639965,22.71689987,CF,CF-VR,IRO
Bambari Airport,5.847012,20.64992,CF,CF-UK,BBY
N'Délé Airport,8.427206039,20.63515663,CF,CF-BB,NDL
Bouar Airport,5.958000183,15.63700008,CF,CF-NM,BOP
Bria Airport,6.527780056,21.98940086,CF,CF-HK,BIV
Bossangoa Airport,6.492000103,17.42900085,CF,CF-AC,BSN
Berbérati Airport,4.221580029,15.78639984,CF,CF-HS,BBT
Ouadda Airport,8.010560036,22.39859962,CF,CF-HK,ODA
Yalinga Airport,6.519999981,23.26000023,CF,CF-HK,AIG
Zemio Airport,5.002226,25.101857,CF,CF-HM,IMO
M'Boki Airport,5.333010197,25.93190002,CF,CF-HM,MKI
Batangafo Airport,7.314109802,18.30879974,CF,CF-AC,BTG
Gordil Airport,9.581117,21.728172,CF,CF-BB,GDI
Bakouma Airport,5.693999767,22.8010006,CF,CF-MB,BMF
Ouanda Djallé Airport,8.899999619,22.78300095,CF,CF-VR,ODJ
Rafaï Airport,4.988609791,23.92779922,CF,CF-MB,RFA
Bouca Airport,6.517000198,18.2670002,CF,CF-AC,BCF
Bozoum Airport,6.344170094,16.32189941,CF,CF-OP,BOZ
Annobón Airport,-1.408615,5.624163,GQ,GQ-AN,NBN
Bata Airport,1.90547,9.80568,GQ,GQ-LI,BSG
President Obiang Nguema International Airport,1.685334,11.024394,GQ,GQ-WN,GEM
Malabo Airport,3.755270004,8.708720207,GQ,GQ-BN,SSG
RAF Ascension Island,-7.9696,-14.3937,SH,SH-AC,ASI
Saint Helena Airport,-15.957725,-5.645943,SH,SH-SH,HLE
Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,MU,MU-GP,MRU
Sir Charles Gaetan Duval Airport,-19.7577,63.361,MU,MU-VP,RRG
Finschhafen Airport,-6.621750109,147.85405,PG,PG-MPL,FIN
Diego Garcia Naval Support Facility,-7.31327,72.411102,IO,IO-U-A,NKW
Kribi Airport,2.873889923,9.977780342,CM,CM-SU,KBI
Tiko Airport,4.089190006,9.3605299,CM,CM-SW,TKC
Douala International Airport,4.006080151,9.719479561,CM,CM-LT,DLA
Mamfe Airport,5.704170227,9.306389809,CM,CM-SW,MMF
Bali Airport,5.895277778,10.03388889,CM,CM-NW,BLC
Kaélé Airport,10.09249973,14.44559956,CM,CM-EN,KLE
Batouri Airport,4.474999905,14.36250019,CM,CM-ES,OUR
Yagoua Airport,10.35610008,15.23719978,CM,CM-EN,GXX
Salak Airport,10.4513998,14.25739956,CM,CM-EN,MVR
Foumban Nkounja Airport,5.636919975,10.75080013,CM,CM-OU,FOM
N'Gaoundéré Airport,7.357009888,13.55920029,CM,CM-AD,NGE
Bertoua Airport,4.54861021,13.72609997,CM,CM-ES,BTA
Garoua International Airport,9.335889816,13.37010002,CM,CM-NO,GOU
Dschang Airport,5.449999809,10.06700039,CM,CM-OU,DSC
Bafoussam Airport,5.536920071,10.35459995,CM,CM-OU,BFX
Bamenda Airport,6.039239883,10.1225996,CM,CM-NW,BPC
Ebolowa Airport,2.875999928,11.18500042,CM,CM-SU,EBW
Yaoundé Airport,3.83604002,11.52350044,CM,CM-CE,YAO
Yaoundé Nsimalen International Airport,3.722559929,11.5532999,CM,CM-CE,NSI
Mbala Airport,-8.85916996,31.33639908,ZM,ZM-05,MMQ
Chipata Airport,-13.55830002,32.58720016,ZM,ZM-03,CIP
Jeki Airport,-15.6334,29.6036,ZM,ZM-09,JEK
Kasompe Airport,-12.57279968,27.89389992,ZM,ZM-08,CGJ
Kalabo Airport,-14.998818,22.648372,ZM,ZM-01,KLB
Kaoma Airport,-14.80000019,24.78300095,ZM,ZM-01,KMZ
Kasama Airport,-10.2166996,31.13330078,ZM,ZM-05,KAA
Kasaba Bay Airport,-8.524999619,30.66300011,ZM,ZM-05,ZKB
Harry Mwanga Nkumbula International Airport,-17.8218,25.822701,ZM,ZM-07,LVI
Lukulu Airport,-14.375891,23.248648,ZM,ZM-01,LXU
Kenneth Kaunda International Airport,-15.330833,28.452722,ZM,ZM-09,LUN
Mansa Airport,-11.13700008,28.87260056,ZM,ZM-04,MNS
Mfuwe Airport,-13.25889969,31.93659973,ZM,ZM-03,MFU
Mongu Airport,-15.25450039,23.16230011,ZM,ZM-01,MNR
Ngoma Airport,-15.9658,25.9333,ZM,ZM-07,ZGM
Simon Mwansa Kapwepwe International Airport,-12.998512,28.664047,ZM,ZM-08,NLA
Royal Zambezi Lodge Airstrip,-15.724789,29.303541,ZM,ZM-09,RYL
Senanga Airport,-16.113,23.2982,ZM,ZM-01,SXG
Southdowns Airport,-12.9005003,28.14990044,ZM,ZM-08,KIW
Sesheke Airport,-17.47632,24.306089,ZM,ZM-01,SJQ
Solwesi Airport,-12.17370033,26.36510086,ZM,ZM-06,SLI
Flat Airport,62.45259857,-157.9889984,US,US-AK,FLT
Zambezi Airport,-13.535996,23.10559,ZM,ZM-06,BBZ
Ulithi Airport,10.0198,139.789993,FM,FM-YAP,ULI
Prince Said Ibrahim International Airport,-11.5337,43.2719,KM,KM-G,HAH
Mohéli Bandar Es Eslam Airport,-12.2981,43.766399,KM,KM-M,NWA
Ouani Airport,-12.131047,44.430044,KM,KM-A,AJN
Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,YT,YT-U-A,DZA
Roland Garros Airport,-20.8871,55.5103,RE,RE-U-A,RUN
Pierrefonds Airport,-21.32089996,55.42499924,RE,RE-U-A,ZSE
Malaimbandy Airport,-20.35539029,45.54337263,MG,MG-U,WML
Antsirabe Airport,-19.83922148,47.06371307,MG,MG-T,ATJ
Antsalova Airport,-18.701273,44.614921,MG,MG-M,WAQ
Mahanoro Airport,-19.83300018,48.79999924,MG,MG-A,VVB
Ivato Airport,-18.7969,47.478802,MG,MG-T,TNR
Ankavandra Airport,-18.80501,45.273467,MG,MG-U,JVA
Belo sur Tsiribihina Airport,-19.68670082,44.54190063,MG,MG-U,BMD
Miandrivazo Airport,-19.562799,45.450802,MG,MG-U,ZVA
Maintirano Airport,-18.049999,44.033001,MG,MG-M,MXT
Atsinanana Airport,-19.58300018,48.8030014,MG,MG-A,ILK
Morafenobe Airport,-17.850083,44.920467,MG,MG-M,TVA
Sainte Marie Airport,-17.093901,49.8158,MG,MG-A,SMS
Toamasina Ambalamanasy Airport,-18.109501,49.392502,MG,MG-A,TMM
Tambohorano Airport,-17.47610092,43.97280121,MG,MG-M,WTA
Morondava Airport,-20.2847,44.3176,MG,MG-U,MOQ
Tsiroanomandidy Airport,-18.759677,46.054065,MG,MG-T,WTS
Vatomandry Airport,-19.383333,48.95,MG,MG-A,VAT
Ambatondrazaka Airport,-17.795378,48.442583,MG,MG-A,WAM
Arrachart Airport,-12.3494,49.291698,MG,MG-D,DIE
Ankaizina Airport,-14.544277,48.691413,MG,MG-M,WBE
Mananara Nord Airport,-16.16390038,49.7737999,MG,MG-A,WMR
Andapa Airport,-14.65170002,49.62060165,MG,MG-D,ZWA
Ambilobe Airport,-13.18840027,48.98799896,MG,MG-D,AMB
Avaratra Airport,-15.19999981,48.48300171,MG,MG-M,WBD
Port Bergé Airport,-15.584286,47.623587,MG,MG-M,WPB
Antsirabe Airport,-14.9994,50.320202,MG,MG-D,ANM
Analalava Airport,-14.629514,47.763555,MG,MG-M,HVA
Amborovy Airport,-15.666842,46.351233,MG,MG-M,MJN
Fascene Airport,-13.3121,48.3148,MG,MG-D,NOS
Soalala Airport,-16.10169,45.358837,MG,MG-M,DWB
Mampikony Airport,-16.07226934,47.64416456,MG,MG-M,WMP
Besalampy Airport,-16.74453,44.482484,MG,MG-M,BPY
Maroantsetra Airport,-15.437742,49.689081,MG,MG-A,WMN
Sambava Airport,-14.2786,50.174702,MG,MG-D,SVB
Tsaratanana Airport,-16.751064,47.619016,MG,MG-M,TTS
Vohemar Airport,-13.3758,50.0028,MG,MG-D,VOH
Ambalabe Airport,-14.8987999,47.9939003,MG,MG-M,WAI
Mandritsara Airport,-15.845992,48.834718,MG,MG-M,WMA
Ampampamena Airport,-13.484816,48.632702,MG,MG-D,IVA
Antsoa Airport,-21.60698376,45.13602018,MG,MG-U,WBO
Mandabe Airport,-21.04630493,44.94041204,MG,MG-U,WMD
Tôlanaro Airport,-25.038099,46.9561,MG,MG-U,FTU
Fianarantsoa Airport,-21.441601,47.111698,MG,MG-F,WFI
Farafangana Airport,-22.8053,47.820599,MG,MG-F,RVA
Ihosy Airport,-22.4047202,46.16493702,MG,MG-F,IHO
Manja Airport,-21.426105,44.316509,MG,MG-U,MJA
Manakara Airport,-22.119699,48.021702,MG,MG-F,WVK
Bekily Airport,-24.23569475,45.30452728,MG,MG-U,OVA
Mananjary Airport,-21.201799,48.358299,MG,MG-F,MNJ
Samangoky Airport,-21.70000076,43.73300171,MG,MG-U,TDV
Morombe Airport,-21.753837,43.374753,MG,MG-U,MXM
Toliara Airport,-23.3834,43.7285,MG,MG-U,TLE
Vangaindrano Airport,-23.35076659,47.58170128,MG,MG-F,VND
Betioky Airport,-23.7329998,44.38899994,MG,MG-U,BKU
Ampanihy Airport,-24.6996994,44.73419952,MG,MG-U,AMP
Ankazoabo Airport,-22.29644235,44.5315361,MG,MG-U,WAK
Ambriz Airport,-7.86221981,13.11610031,AO,AO-BGO,AZZ
Mbanza Congo Airport,-6.269899845,14.24699974,AO,AO-ZAI,SSY
Benguela 17th of September Airport,-12.609,13.4037,AO,AO-BGU,BUG
Lumbala Airport,-14.105106,21.45083,AO,AO-MOX,GGC
Cabinda Airport,-5.596990108,12.18840027,AO,AO-CAB,CAB
Cafunfo Airport,-8.783610344,17.98970032,AO,AO-LNO,CFF
Chitato Airport,-7.358890057,20.80470085,AO,AO-LNO,PGI
Catumbela Airport,-12.4792,13.4869,AO,AO-BGU,CBT
Cuito Cuanavale Airport,-15.16030025,19.15609932,AO,AO-CCU,CTI
Camaxilo Airport,-8.373609543,18.92359924,AO,AO-LNO,CXM
Cazombo Airport,-11.8931,22.916239,AO,AO-MOX,CAV
Funadhoo Airport,6.162443,73.28752,MV,MV-24,FND
Dundo Airport,-7.400889874,20.81850052,AO,AO-LNO,DUE
Fane Airport,-8.549277778,147.0858333,PG,PG-CPM,FNE
Ngjiva Pereira Airport,-17.0435009,15.68379974,AO,AO-CNN,VPE
Nova Lisboa Airport,-12.80889988,15.76049995,AO,AO-HUA,NOV
Kuito Airport,-12.40460014,16.94739914,AO,AO-BIE,SVP
Lobito Airport,-12.3712,13.5366,AO,AO-BGU,LLT
Lucapa Airport,-8.445727348,20.73208618,AO,AO-LNO,LBZ
Quatro de Fevereiro International Airport,-8.85837,13.2312,AO,AO-LUA,LAD
Luzamba Airport,-9.115960121,18.04929924,AO,AO-LNO,LZM
Malanje Airport,-9.525090218,16.31240082,AO,AO-MAL,MEG
Menongue Airport,-14.6576004,17.71980095,AO,AO-CCU,SPP
Welwitschia Mirabilis International Airport,-15.2612,12.1468,AO,AO-NAM,MSZ
Negage Airport,-7.754509926,15.2876997,AO,AO-UIG,GXG
Porto Amboim Airport,-10.72200012,13.76550007,AO,AO-CUS,PBN
Saurimo Airport,-9.689069748,20.43190002,AO,AO-LSU,VHC
Soyo Airport,-6.141089916,12.37180042,AO,AO-ZAI,SZA
Sumbe Airport,-11.16790009,13.84749985,AO,AO-CUS,NDD
Luau Airport,-10.71580029,22.23110008,AO,AO-MOX,UAL
Lubango Airport,-14.92469978,13.57499981,AO,AO-HUI,SDD
Luena Airport,-11.76809978,19.89769936,AO,AO-MOX,LUO
Uige Airport,-7.603069782,15.02779961,AO,AO-UIG,UGO
Waco Kungo Airport,-11.42640018,15.10140038,AO,AO-CUS,CEO
Xangongo Airport,-16.7553997,14.96529961,AO,AO-CNN,XGN
N'zeto Airport,-7.259439945,12.86310005,AO,AO-ZAI,ARZ
Nzagi Airport,-7.716939926,21.35820007,AO,AO-LNO,NZA
Booue Airport,-0.1075,11.9438,GA,GA-6,BGB
Ndende Airport,-2.4,11.367,GA,GA-4,KDN
